batch,data_point,value
Batch_1,117,0.03611426999236819
Batch_1,118,0.037992135025675104
Batch_1,119,0.0
Batch_1,120,0.06737420792365659
Batch_1,121,0.0
Batch_1,122,0.028185908333765226
Batch_1,123,0.10520445629864508
Batch_1,124,0.0
Batch_1,125,0.0
Batch_1,126,0.004786112788560338
Batch_1,127,0.0
Batch_1,128,0.0
Batch_1,129,0.0032929817895847864
Batch_1,130,0.0
Batch_1,131,0.022745968274844337
Batch_1,132,0.0
Batch_1,133,0.07444113656406005
Batch_1,134,0.0
Batch_1,135,0.0
Batch_1,136,0.03907207045626192
Batch_1,137,0.0
Batch_1,138,0.010924575904569685
Batch_1,139,0.06278020022347892
Batch_1,140,0.0
Batch_1,141,0.008867700615496089
Batch_1,142,0.012481799561754669
Batch_1,143,0.037549836288860064
Batch_1,144,0.0
Batch_1,145,0.0
Batch_1,146,0.02506810819784796
Batch_1,147,0.014263749837422424
Batch_1,148,0.012030813962547689
Batch_1,149,0.01663941286292475
Batch_1,150,0.0
Batch_1,151,0.02231859108335145
Batch_1,152,0.025398667281179677
Batch_1,153,0.0
Batch_1,154,0.10125812385800129
Batch_1,155,0.03457100446798956
Batch_1,156,0.0
Batch_1,157,0.04368554443784952
Batch_1,158,0.0
Batch_1,159,0.050303077368871185
Batch_1,160,0.06832405524632505
Batch_1,161,0.0
Batch_1,162,0.05931114124674882
Batch_1,163,0.03305226975313648
Batch_1,164,0.052897397614288605
Batch_1,165,0.10470594741465095
Batch_1,166,0.002013386533088409
Batch_1,167,0.0
Batch_1,168,0.0
Batch_1,169,0.0
Batch_1,170,0.010896752104501476
Batch_1,171,0.03119213313004164
Batch_1,172,0.028306305894728108
Batch_1,173,0.05495875975990278
Batch_1,174,0.01607085527887232
Batch_1,175,0.0854766394955397
Batch_1,176,0.0031765203996776264
Batch_1,177,0.14675868715421755
Batch_1,178,0.04639113085522911
Batch_1,179,0.0
Batch_1,180,0.0
Batch_1,181,0.04021807550183387
Batch_1,182,0.006554379680324624
Batch_1,183,0.05182412323046917
Batch_1,184,0.04050874872733279
Batch_1,185,0.014533522132690598
Batch_1,186,0.0
Batch_1,187,0.0
Batch_1,188,0.0
Batch_1,189,0.06020468170738941
Batch_1,190,0.02962519478264728
Batch_1,191,0.0
Batch_1,192,0.028210471408528497
Batch_1,193,0.03867993532210781
Batch_1,194,0.0
Batch_1,195,0.028130293391967535
Batch_1,196,0.023835432333357807
Batch_1,197,0.0
Batch_1,198,0.03882124382847492
Batch_1,199,0.04887583723263959
Batch_1,200,0.07426869090210744
Batch_1,201,0.073177277578079
Batch_1,202,0.0
Batch_1,203,0.0
Batch_1,204,0.04826731701491433
Batch_1,205,0.048538279876411
Batch_1,206,0.04893438469276373
Batch_1,207,0.2095786766577491
Batch_1,208,0.052301302627676904
Batch_1,209,0.0797713242656162
Batch_1,210,0.07140533168820973
Batch_1,211,0.05723048357739947
Batch_1,212,0.011167166813142728
Batch_1,213,0.06313028036902632
Batch_1,214,0.0
Batch_1,215,0.01605711771297056
Batch_1,216,0.004504119986866957
Batch_1,217,0.03213722386359553
Batch_1,218,0.13976945307958755
Batch_1,219,0.0
Batch_1,220,0.062365516610967994
Batch_1,221,0.0
Batch_1,222,0.007566910493569081
Batch_1,223,0.08295614059263384
Batch_1,224,0.03417065862230138
Batch_1,225,0.0
Batch_1,226,0.0
Batch_1,227,0.06504241570609862
Batch_1,228,0.0
Batch_1,229,0.04370766915974404
Batch_1,230,0.03596399512184604
Batch_1,231,0.002949810956347304
Batch_1,232,0.13769212484136395
Batch_1,233,0.0656504659939362
Batch_1,234,0.0
Batch_1,235,0.04514421916424522
Batch_1,236,0.004906740544722239
Batch_1,237,0.07814157371770825
Batch_1,238,0.0
Batch_1,239,0.032728264512572006
Batch_1,240,0.06302233241327361
Batch_1,241,0.08088615838595646
Batch_1,242,0.0
Batch_1,243,0.02433432017310592
Batch_1,244,0.018147270745556103
Batch_1,245,0.010145405595840665
Batch_1,246,0.1268892515265707
Batch_1,247,0.062128385808488173
Batch_1,248,0.0
Batch_1,249,0.0879457015939937
Batch_1,250,0.1463901400419531
Batch_1,251,0.09466566792955784
Batch_1,252,0.0
Batch_1,253,0.023068561244126217
Batch_1,254,0.10780972370072575
Batch_1,255,0.013617893417834252
Batch_1,256,0.06957511447693743
Batch_1,257,0.08612501523530336
Batch_1,258,0.005071238034593965
Batch_1,259,0.04741009433886301
Batch_1,260,0.0
Batch_1,261,0.002452857139741027
Batch_1,262,0.040227540049681085
Batch_1,263,0.0
Batch_1,264,0.13219837855321395
Batch_1,265,0.0
Batch_1,266,0.03413644146929164
Batch_1,267,0.06230221704335205
Batch_1,268,0.12600662691805292
Batch_1,269,0.0
Batch_1,270,0.11420147042060938
Batch_1,271,0.05961872233360459
Batch_1,272,0.012787690224032026
Batch_1,273,0.08293337416876893
Batch_1,274,0.0711210695465659
Batch_1,275,0.033564637456000405
Batch_1,276,0.06658685099722703
Batch_1,277,0.045581044340880755
Batch_1,278,0.07040263450026128
Batch_1,279,0.09762601681783663
Batch_1,280,0.14288414502086594
Batch_1,281,0.00815574894405452
Batch_1,282,0.17096020282116803
Batch_1,283,0.0
Batch_1,284,0.06307235558875632
Batch_1,285,0.09955997066943591
Batch_1,286,0.08575275185044759
Batch_1,287,0.04331466046310403
Batch_1,288,0.06420298538402507
Batch_1,289,0.05150941236434624
Batch_1,290,0.04788203033542833
Batch_1,291,0.1180065988009909
Batch_1,292,0.0953737415193181
Batch_1,293,0.04598516227440317
Batch_1,294,0.12352151081278005
Batch_1,295,0.09613725203671318
Batch_1,296,0.12149459321284053
Batch_1,297,0.11378298258716586
Batch_1,298,0.0448292352538183
Batch_1,299,0.05885503326752682
Batch_1,300,0.12277951504512452
Batch_1,301,0.11734503998263661
Batch_1,302,0.08818124924871262
Batch_1,303,0.09598914485596204
Batch_1,304,0.15290123585502455
Batch_1,305,0.06432112657607549
Batch_1,306,0.12022042828945738
Batch_1,307,0.08545791188785562
Batch_1,308,0.0859531026300254
Batch_1,309,0.15043417859118896
Batch_1,310,0.13857305213749693
Batch_1,311,0.13928381251323518
Batch_1,312,0.16420976807517085
Batch_1,313,0.10383052498024581
Batch_1,314,0.1369022212877393
Batch_1,315,0.09058969577396639
Batch_1,316,0.1224182217401115
Batch_1,317,0.10197135691918417
Batch_1,318,0.11426896407241309
Batch_1,319,0.1395989685928404
Batch_1,320,0.07313620904473939
Batch_1,321,0.21436413894091
Batch_1,322,0.06700372049567302
Batch_1,323,0.058473151484290956
Batch_1,324,0.17389508676985505
Batch_1,325,0.1577951765720869
Batch_1,326,0.15126481260630217
Batch_1,327,0.15300076927194037
Batch_1,328,0.12378367278545338
Batch_1,329,0.08284440215330563
Batch_1,330,0.13116226855161722
Batch_1,331,0.0965985723287438
Batch_1,332,0.17757256084895678
Batch_1,333,0.1253104435226578
Batch_1,334,0.09437767792453125
Batch_1,335,0.12025854329684607
Batch_1,336,0.15721336043154788
Batch_1,337,0.11201016276376917
Batch_1,338,0.10131686203814785
Batch_1,339,0.15425055560436063
Batch_1,340,0.156069558229749
Batch_1,341,0.12173194177155425
Batch_1,342,0.1252500076359241
Batch_1,343,0.16083010039459922
Batch_1,344,0.0819656691450299
Batch_1,345,0.08576497450494351
Batch_1,346,0.12072438060152269
Batch_1,347,0.14686395566282465
Batch_1,348,0.17395183777824794
Batch_1,349,0.23180118303906222
Batch_1,350,0.20407537821100905
Batch_1,351,0.1571616878510601
Batch_1,352,0.16590896862924376
Batch_1,353,0.12067017440227115
Batch_1,354,0.16994802932481598
Batch_1,355,0.1590093723974593
Batch_1,356,0.1904281386291662
Batch_1,357,0.1372721024531242
Batch_1,358,0.20403995145103437
Batch_1,359,0.2548247096054739
Batch_1,360,0.1781181824824103
Batch_1,361,0.2047871539348174
Batch_1,362,0.220811330499305
Batch_1,363,0.17058532981326271
Batch_1,364,0.20282842076565907
Batch_1,365,0.19490013570740103
Batch_1,366,0.2012359349723454
Batch_1,367,0.16168710082712207
Batch_1,368,0.2022794488287834
Batch_1,369,0.22732866633472235
Batch_1,370,0.27543480557675637
Batch_1,371,0.2541584712104139
Batch_1,372,0.3138676452709891
Batch_1,373,0.17598575455136584
Batch_1,374,0.25714336638538116
Batch_1,375,0.22647908387583945
Batch_1,376,0.32529259442219716
Batch_1,377,0.1837637968224658
Batch_1,378,0.18473994092975624
Batch_1,379,0.1987876095078635
Batch_1,380,0.1280925053789
Batch_1,381,0.2073930951035785
Batch_1,382,0.19874801023106742
Batch_1,383,0.2450144739054831
Batch_1,384,0.25680798646772857
Batch_1,385,0.33312580553755955
Batch_1,386,0.29130491333367486
Batch_1,387,0.22061026126944405
Batch_1,388,0.2078484822406893
Batch_1,389,0.27732332887787114
Batch_1,390,0.19300642289146375
Batch_1,391,0.3471148843712686
Batch_1,392,0.318555483051185
Batch_1,393,0.2421497840760218
Batch_1,394,0.185197924519452
Batch_1,395,0.3353142447228954
Batch_1,396,0.2676194048430012
Batch_1,397,0.33542047920924684
Batch_1,398,0.2022595066852143
Batch_1,399,0.2529363295295956
Batch_1,400,0.28487924848107143
Batch_1,401,0.2898057068528382
Batch_1,402,0.26887300411094556
Batch_1,403,0.32336098426498805
Batch_1,404,0.24514502107722758
Batch_1,405,0.292575316121874
Batch_1,406,0.30820074305557943
Batch_1,407,0.330157455556984
Batch_1,408,0.34267101093634
Batch_1,409,0.2575384039600293
Batch_1,410,0.2409487827726684
Batch_1,411,0.37908818947234874
Batch_1,412,0.3367930368139541
Batch_1,413,0.2880089829933352
Batch_1,414,0.401598372153105
Batch_1,415,0.33581105695339375
Batch_1,416,0.3900673094874639
Batch_1,417,0.3398572993787538
Batch_1,418,0.43879133135216286
Batch_1,419,0.42733984207875825
Batch_1,420,0.33430719123686337
Batch_1,421,0.3961732501813017
Batch_1,422,0.38376607531211665
Batch_1,423,0.4217762746053492
Batch_1,424,0.312985733864201
Batch_1,425,0.39557973259278156
Batch_1,426,0.4167773039097129
Batch_1,427,0.28479869889007714
Batch_1,428,0.3157764500482335
Batch_1,429,0.2780156685343223
Batch_1,430,0.3663801764876742
Batch_1,431,0.41715588556735833
Batch_1,432,0.4582347163298255
Batch_1,433,0.3930336675992813
Batch_1,434,0.47110218683250676
Batch_1,435,0.33001536941040627
Batch_1,436,0.3179163652082059
Batch_1,437,0.40049708305772264
Batch_1,438,0.42505818027267905
Batch_1,439,0.40849811139689046
Batch_1,440,0.31423733449920044
Batch_1,441,0.4127271353142498
Batch_1,442,0.35783771131326353
Batch_1,443,0.45614294130774063
Batch_1,444,0.44508432051338903
Batch_1,445,0.38584091629204736
Batch_1,446,0.4098135045268743
Batch_1,447,0.387139672266414
Batch_1,448,0.43852643011847553
Batch_1,449,0.49094147258023624
Batch_1,450,0.4012604223209291
Batch_1,451,0.4763533616053188
Batch_1,452,0.4302233530767021
Batch_1,453,0.42116096012721105
Batch_1,454,0.45765577877354646
Batch_1,455,0.4166336533337058
Batch_1,456,0.44332587552227837
Batch_1,457,0.41594956068955513
Batch_1,458,0.5714126389863305
Batch_1,459,0.48231346794334384
Batch_1,460,0.4505850868683552
Batch_1,461,0.49804276370953854
Batch_1,462,0.4859456195602579
Batch_1,463,0.4843035681882284
Batch_1,464,0.5279903395971584
Batch_1,465,0.5384513251848609
Batch_1,466,0.48016640848142167
Batch_1,467,0.48156562534771513
Batch_1,468,0.49958580186220386
Batch_1,469,0.40581163546688315
Batch_1,470,0.447168966025827
Batch_1,471,0.589160218590459
Batch_1,472,0.6060840188208726
Batch_1,473,0.518682328966178
Batch_1,474,0.5618958644759586
Batch_1,475,0.5527115558166156
Batch_1,476,0.6891910610276646
Batch_1,477,0.5986383534904717
Batch_1,478,0.5422684727581552
Batch_1,479,0.5060594244793278
Batch_1,480,0.47833258104038806
Batch_1,481,0.5687896006558874
Batch_1,482,0.5262147597098208
Batch_1,483,0.49774976479807853
Batch_1,484,0.5385153393358126
Batch_1,485,0.5211278561755391
Batch_1,486,0.6576004995054752
Batch_1,487,0.6224021757353153
Batch_1,488,0.5831561614664102
Batch_1,489,0.6580911692466167
Batch_1,490,0.5941913095628194
Batch_1,491,0.5525640695112647
Batch_1,492,0.6705294219664558
Batch_1,493,0.626695067780133
Batch_1,494,0.5544206798874922
Batch_1,495,0.5985123776944163
Batch_1,496,0.569004813457903
Batch_1,497,0.548040242582472
Batch_1,498,0.6623206576433449
Batch_1,499,0.7129163719149001
Batch_1,500,0.557399083042773
Batch_1,501,0.6549574094467522
Batch_1,502,0.6000056479688571
Batch_1,503,0.6111829200090412
Batch_1,504,0.6094380236407599
Batch_1,505,0.5996915791520805
Batch_1,506,0.6468029152705707
Batch_1,507,0.6078342619759057
Batch_1,508,0.6639905852578802
Batch_1,509,0.6518313431373235
Batch_1,510,0.645996870279699
Batch_1,511,0.6170986970571213
Batch_1,512,0.63618591572329
Batch_1,513,0.7033525477560975
Batch_1,514,0.6943001018178209
Batch_1,515,0.6264453592866893
Batch_1,516,0.6813052986253146
Batch_1,517,0.7157453154990642
Batch_1,518,0.6025848567064043
Batch_1,519,0.7119513638091772
Batch_1,520,0.6571038263447794
Batch_1,521,0.7193913158856396
Batch_1,522,0.6583688565232059
Batch_1,523,0.6113651004096813
Batch_1,524,0.6228892910852049
Batch_1,525,0.7063568543548543
Batch_1,526,0.7194936734952618
Batch_1,527,0.6665411529309023
Batch_1,528,0.7435817926823381
Batch_1,529,0.6360297548803987
Batch_1,530,0.7155575847705947
Batch_1,531,0.6634509366168162
Batch_1,532,0.6931723477866871
Batch_1,533,0.7296020446766329
Batch_1,534,0.6888291236092033
Batch_1,535,0.7144933287339985
Batch_1,536,0.7840845586993263
Batch_1,537,0.7108184668659229
Batch_1,538,0.781416012935746
Batch_1,539,0.6897549200687194
Batch_1,540,0.7721740560871868
Batch_1,541,0.818660890936932
Batch_1,542,0.6333917700431507
Batch_1,543,0.7164852639555204
Batch_1,544,0.7851133326882646
Batch_1,545,0.7502644200318072
Batch_1,546,0.7804416120378619
Batch_1,547,0.7361876049538855
Batch_1,548,0.771915577007093
Batch_1,549,0.7628209375589667
Batch_1,550,0.8289063213627161
Batch_1,551,0.7875408032839171
Batch_1,552,0.7940181930827855
Batch_1,553,0.760484390149384
Batch_1,554,0.7592901867407886
Batch_1,555,0.7643573489433183
Batch_1,556,0.8064810687419519
Batch_1,557,0.7697007131673099
Batch_1,558,0.8062016774694052
Batch_1,559,0.8943072611006359
Batch_1,560,0.8387924376905447
Batch_1,561,0.7836002860506999
Batch_1,562,0.8592368358843566
Batch_1,563,0.7842108499876752
Batch_1,564,0.7081681862479019
Batch_1,565,0.7598661372993005
Batch_1,566,0.7206387500108214
Batch_1,567,0.7957951348812909
Batch_1,568,0.8157305609623406
Batch_1,569,0.8975115263593813
Batch_1,570,0.8348257739010756
Batch_1,571,0.8107107629416197
Batch_1,572,0.8631596401921436
Batch_1,573,0.7191981770092846
Batch_1,574,0.838764258970426
Batch_1,575,0.8665046250016926
Batch_1,576,0.7604806505100689
Batch_1,577,0.8884228654184986
Batch_1,578,0.8517235007502321
Batch_1,579,0.8174774501469776
Batch_1,580,0.8697530754803485
Batch_1,581,0.9503392023031442
Batch_1,582,0.8519167900955855
Batch_1,583,0.8569860667773903
Batch_1,584,0.8248658179235745
Batch_1,585,0.8079569240796253
Batch_1,586,0.8904807246504997
Batch_1,587,0.8112933048822744
Batch_1,588,0.8576377729753435
Batch_1,589,0.8330320469513429
Batch_1,590,0.8807327091080042
Batch_1,591,0.8754901775114109
Batch_1,592,0.9110155239755077
Batch_1,593,0.8383900270793284
Batch_1,594,0.851607529129754
Batch_1,595,0.819226990438175
Batch_1,596,0.8465458502611725
Batch_1,597,0.8876375657975928
Batch_1,598,0.9074880239604677
Batch_1,599,0.8284381830292021
Batch_1,600,0.9160749767978569
Batch_1,601,0.940982138674416
Batch_1,602,0.8972764905681876
Batch_1,603,0.969090024386886
Batch_1,604,0.8433001054753279
Batch_1,605,0.8221826117301484
Batch_1,606,0.7980134335257077
Batch_1,607,0.9567607653955532
Batch_1,608,0.9177851605668569
Batch_1,609,0.8851203493003086
Batch_1,610,0.9026537714676218
Batch_1,611,0.8365532271271693
Batch_1,612,1.0
Batch_1,613,0.8995717177879984
Batch_1,614,0.8999746914047558
Batch_1,615,0.930918137719239
Batch_1,616,0.9204876777970057
Batch_1,617,0.9094482306447197
Batch_1,618,0.8620250926454999
Batch_1,619,0.9239147189122059
Batch_1,620,0.9929274155801752
Batch_1,621,0.9684062752023431
Batch_1,622,0.9815429832784123
Batch_1,623,0.8816941277201384
Batch_1,624,0.8599262341347063
Batch_1,625,0.9026086219809542
Batch_1,626,0.9125069389814929
Batch_1,627,0.9635498076704521
Batch_1,628,0.8308638511164524
Batch_1,629,0.9867522697464715
Batch_1,630,0.9068275017448603
Batch_1,631,0.8950268756167813
Batch_1,632,0.8680192502797414
Batch_1,633,0.8382355569485126
Batch_1,634,0.9583255382108794
Batch_1,635,0.9233722669347856
Batch_1,636,0.8589443383575616
Batch_1,637,0.8597343931459536
Batch_1,638,0.9068313465233157
Batch_1,639,1.0
Batch_1,640,0.912500848850794
Batch_1,641,0.853761694787547
Batch_1,642,0.9151277158110342
Batch_1,643,0.9147949438892095
Batch_1,644,0.7993171969475752
Batch_1,645,0.9271768495610235
Batch_1,646,0.9196213559271267
Batch_1,647,0.965067497312233
Batch_1,648,1.0
Batch_1,649,0.9875371388944403
Batch_1,650,0.9213989598479627
Batch_1,651,0.8820410003176151
Batch_1,652,1.0
Batch_1,653,0.9397428773277893
Batch_1,654,0.9384082096138978
Batch_1,655,0.9374105558357353
Batch_1,656,0.9489026706201644
Batch_1,657,0.9332649703724107
Batch_1,658,0.9134455490194452
Batch_1,659,0.9155221609117081
Batch_1,660,0.9409933068600682
Batch_1,661,0.9172360613930058
Batch_1,662,0.90985888941437
Batch_1,663,0.9499578294506158
Batch_1,664,0.9333407397280012
Batch_1,665,1.0
Batch_1,666,0.8197181741694395
Batch_1,667,1.0
Batch_1,668,1.0
Batch_1,669,0.849570223566904
Batch_1,670,0.9333794282667839
Batch_1,671,0.9326757044558972
Batch_1,672,0.8835832826280302
Batch_1,673,0.9144866401204764
Batch_1,674,0.8991562204053203
Batch_1,675,1.0
Batch_1,676,0.9987128984922466
Batch_1,677,1.0
Batch_1,678,0.9896797300717278
Batch_1,679,0.901402683066038
Batch_1,680,0.931040136412276
Batch_1,681,0.9803309096814249
Batch_1,682,0.8987170220948477
Batch_1,683,0.9922378661095967
Batch_1,684,0.9470230330833973
Batch_1,685,0.9411279046503863
Batch_1,686,0.9938335320370373
Batch_1,687,0.9815743196034346
Batch_1,688,0.9434429515375461
Batch_1,689,1.0
Batch_1,690,0.9099217840147736
Batch_1,691,0.9919478061193607
Batch_1,692,0.9913658363178418
Batch_1,693,0.9485209153708869
Batch_1,694,0.9795529611659638
Batch_1,695,0.9042947184454823
Batch_1,696,1.0
Batch_1,697,0.956473142797993
Batch_1,698,0.9407233978373437
Batch_1,699,1.0
Batch_1,700,0.9329322337548585
Batch_1,701,0.89957113150198
Batch_1,702,0.8929054368769894
Batch_1,703,0.997218514027333
Batch_1,704,0.9070542200284449
Batch_1,705,1.0
Batch_1,706,0.8694192480442324
Batch_1,707,1.0
Batch_1,708,0.9803833523506744
Batch_1,709,0.966013691965447
Batch_1,710,0.9448917119079457
Batch_1,711,0.9906326301464852
Batch_1,712,0.9700490960456316
Batch_1,713,1.0
Batch_1,714,0.9781149352198314
Batch_1,715,0.9802258184302767
Batch_1,716,0.9559164738098228
Batch_1,717,0.9710134211599378
Batch_1,718,0.988894949475368
Batch_1,719,0.892333061458391
Batch_1,720,0.9100720926153385
Batch_1,721,1.0
Batch_1,722,0.983722698831679
Batch_1,723,0.9670191963276655
Batch_1,724,0.977075796865126
Batch_1,725,0.9932145520023539
Batch_1,726,0.9509225974327518
Batch_1,727,0.9397869900690781
Batch_1,728,0.9868910355586199
Batch_1,729,0.9308077311394641
Batch_1,730,0.9977138410243225
Batch_1,731,0.8966376586739329
Batch_1,732,1.0
Batch_1,733,1.0
Batch_1,734,0.9915952780274405
Batch_1,735,1.0
Batch_1,736,1.0
Batch_1,737,1.0
Batch_1,738,0.8920128144403561
Batch_1,739,0.919243770504423
Batch_1,740,0.9509598066045764
Batch_1,741,0.9824873167025379
Batch_1,742,1.0
Batch_1,743,0.9468974275625083
Batch_1,744,0.9909785184610875
Batch_1,745,0.9459794384031306
Batch_1,746,0.95313665991063
Batch_1,747,0.9151912529393297
Batch_1,748,0.9386504428555895
Batch_1,749,0.9183100708314199
Batch_1,750,0.9365940269609673
Batch_1,751,1.0
Batch_1,752,0.9383244872506711
Batch_1,753,1.0
Batch_1,754,1.0
Batch_1,755,0.9934651786594284
Batch_1,756,0.9435776581250744
Batch_1,757,1.0
Batch_1,758,0.9575786102533159
Batch_1,759,0.9912924322991385
Batch_1,760,1.0
Batch_1,761,0.9812239398168837
Batch_1,762,1.0
Batch_1,763,0.9524589775092983
Batch_1,764,0.9847440064623669
Batch_1,765,1.0
Batch_1,766,0.9566899907349863
Batch_1,767,1.0
Batch_1,768,1.0
Batch_1,769,0.9603352742807452
Batch_1,770,1.0
Batch_1,771,1.0
Batch_1,772,1.0
Batch_1,773,0.9126292701166207
Batch_1,774,0.9532893730871166
Batch_1,775,0.9764902508977578
Batch_1,776,0.9849664740063488
Batch_1,777,1.0
Batch_1,778,0.9973957412900947
Batch_1,779,0.9248828167655267
Batch_1,780,1.0
Batch_1,781,1.0
Batch_1,782,1.0
Batch_1,783,1.0
Batch_1,784,1.0
Batch_1,785,1.0
Batch_1,786,0.9866836761589417
Batch_1,787,0.9104199486213069
Batch_1,788,1.0
Batch_1,789,1.0
Batch_1,790,1.0
Batch_1,791,0.9294134825914003
Batch_1,792,0.938942707825055
Batch_1,793,1.0
Batch_1,794,0.9892199330865711
Batch_1,795,1.0
Batch_1,796,0.9927281246158433
Batch_1,797,0.9929187459532783
Batch_1,798,1.0
Batch_1,799,0.9669427752800793
Batch_1,800,0.9964607548930682
Batch_1,801,0.9697567049037454
Batch_1,802,0.9712042031202811
Batch_1,803,0.977335066324525
Batch_1,804,1.0
Batch_1,805,0.969409334531657
Batch_1,806,1.0
Batch_1,807,0.9496489423679969
Batch_1,808,0.9837446014454523
Batch_1,809,0.9717027930388491
Batch_1,810,1.0
Batch_1,811,1.0
Batch_1,812,1.0
Batch_1,813,0.921869598802432
Batch_1,814,1.0
Batch_1,815,1.0
Batch_1,816,0.9974539494868822
Batch_1,817,1.0
Batch_1,818,0.9688394726511802
Batch_1,819,1.0
Batch_1,820,1.0
Batch_1,821,0.9765212086354341
Batch_1,822,0.9726364305885701
Batch_1,823,1.0
Batch_1,824,1.0
Batch_1,825,0.9691702916880837
Batch_1,826,0.9741822945393943
Batch_1,827,0.9809091759310316
Batch_1,828,0.9299493523184761
Batch_1,829,0.9504772489565124
Batch_1,830,0.9464476548755464
Batch_1,831,0.9578741208188901
Batch_1,832,0.9931586578569507
Batch_1,833,1.0
Batch_1,834,1.0
Batch_1,835,0.9470913503827305
Batch_1,836,1.0
Batch_1,837,0.9849024981172317
Batch_1,838,0.9928725437655099
Batch_1,839,1.0
Batch_1,840,0.9414588932403812
Batch_1,841,1.0
Batch_1,842,1.0
Batch_1,843,1.0
Batch_1,844,1.0
Batch_1,845,1.0
Batch_1,846,0.9651301665134775
Batch_1,847,0.970316857616148
Batch_1,848,0.96595046440495
Batch_1,849,0.969258539176223
Batch_1,850,0.9693872063008618
Batch_1,851,1.0
Batch_1,852,1.0
Batch_1,853,0.9725878703905827
Batch_1,854,0.9600231502141491
Batch_1,855,1.0
Batch_1,856,0.9734775156161041
Batch_1,857,1.0
Batch_1,858,1.0
Batch_1,859,0.9272009742506475
Batch_1,860,1.0
Batch_1,861,1.0
Batch_1,862,0.970568634101168
Batch_1,863,0.9813792476146969
Batch_1,864,1.0
Batch_1,865,1.0
Batch_1,866,1.0
Batch_1,867,1.0
Batch_1,868,0.991501477298733
Batch_1,869,0.9616589231086026
Batch_1,870,0.933753266792667
Batch_1,871,0.9648944737622787
Batch_1,872,0.9984089587896952
Batch_1,873,1.0
Batch_1,874,0.975139868323514
Batch_1,875,1.0
Batch_1,876,0.9992112317493105
Batch_1,877,1.0
Batch_1,878,1.0
Batch_1,879,0.9745031307811317
Batch_1,880,0.976492922369883
Batch_1,881,1.0
Batch_1,882,1.0
Batch_1,883,1.0
